formula_sp,MagpieData minimum Column,MagpieData range NdValence,MagpieData mean NsValence,MagpieData minimum NfValence,MagpieData mean SpaceGroupNumber,MagpieData mode GSbandgap,MagpieData maximum Column,MagpieData avg_dev NdValence,MagpieData maximum SpaceGroupNumber,MagpieData avg_dev AtomicWeight,MagpieData range Column,MagpieData mean NpValence,MagpieData range NValence,MagpieData mean AtomicWeight,MagpieData mean CovalentRadius,MagpieData maximum MeltingT,MagpieData minimum NdUnfilled,MagpieData mode MeltingT,MagpieData minimum NfUnfilled,MagpieData range Row,MagpieData maximum NdUnfilled,MagpieData minimum AtomicWeight,MagpieData minimum Row,MagpieData maximum CovalentRadius,MagpieData mode NpValence,MagpieData avg_dev NpValence,MagpieData maximum NpValence,MagpieData range MendeleevNumber,MagpieData range NUnfilled,MagpieData avg_dev GSbandgap,MagpieData minimum GSvolume_pa,MagpieData mode Row,MagpieData mean Electronegativity,MagpieData avg_dev NUnfilled,MagpieData avg_dev CovalentRadius,MagpieData minimum SpaceGroupNumber,MagpieData mean NUnfilled,MagpieData avg_dev Row,MagpieData minimum Electronegativity,MagpieData mode Electronegativity,MagpieData mean Column,MagpieData minimum Number,MagpieData mode NsUnfilled,MagpieData mode MendeleevNumber,MagpieData minimum NpValence,MagpieData range Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean GSmagmom,MagpieData mode SpaceGroupNumber,MagpieData mean NfValence,MagpieData avg_dev MeltingT,MagpieData maximum Row,MagpieData mean NdValence,MagpieData mode NpUnfilled,MagpieData mean GSvolume_pa,MagpieData maximum GSmagmom,MagpieData minimum NValence,MagpieData avg_dev NdUnfilled,MagpieData range AtomicWeight,MagpieData mode NfValence,MagpieData avg_dev NValence,MagpieData avg_dev NfUnfilled,MagpieData avg_dev GSvolume_pa,MagpieData mode NUnfilled,MagpieData mode NsValence,MagpieData maximum NdValence,MagpieData range NdUnfilled,MagpieData avg_dev SpaceGroupNumber,MagpieData mode NdUnfilled,MagpieData maximum NfValence,MagpieData range CovalentRadius,MagpieData mean MendeleevNumber,MagpieData mode AtomicWeight,MagpieData range NpValence,MagpieData range NsValence,MagpieData mode NdValence,MagpieData avg_dev NsValence,MagpieData range NfValence,MagpieData maximum Number,MagpieData range Number,MagpieData maximum GSbandgap,MagpieData avg_dev MendeleevNumber,MagpieData avg_dev Column,MagpieData mean Number,MagpieData range NsUnfilled,MagpieData minimum GSmagmom,MagpieData range NfUnfilled,MagpieData range GSmagmom,MagpieData maximum NValence,MagpieData avg_dev NpUnfilled,MagpieData maximum GSvolume_pa,MagpieData minimum NsValence,MagpieData minimum GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev NsUnfilled,MagpieData maximum NfUnfilled,MagpieData avg_dev Number,MagpieData mean NfUnfilled,MagpieData avg_dev NfValence,MagpieData mode Number,MagpieData mode NfUnfilled,MagpieData maximum NpUnfilled,MagpieData mode Column,MagpieData mode GSvolume_pa,MagpieData maximum AtomicWeight,MagpieData mean NpUnfilled,MagpieData mean NsUnfilled,MagpieData mean NValence,MagpieData range GSvolume_pa,MagpieData range SpaceGroupNumber,MagpieData maximum MendeleevNumber,MagpieData maximum NsValence,MagpieData minimum NUnfilled,MagpieData maximum NsUnfilled,MagpieData range MeltingT,MagpieData maximum NUnfilled,MagpieData maximum Electronegativity,MagpieData minimum NpUnfilled,MagpieData minimum MendeleevNumber,MagpieData range GSbandgap,MagpieData mode CovalentRadius,MagpieData minimum CovalentRadius,MagpieData mean Row,MagpieData range NpUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NdValence,MagpieData avg_dev GSmagmom,MagpieData minimum MeltingT,MagpieData mean MeltingT,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData mode GSmagmom
LaPd5_191,3.0,9.0,0.3333333333333333,0.0,219.83333333333334,0.0,10.0,2.5,225.0,9.023741666666673,7.0,0.0,7.0,111.83424500000001,150.33333333333334,1828.05,0.0,1828.05,0.0,1.0,9.0,106.42,5.0,207.0,0.0,0.0,0.0,49.0,9.0,0.0,14.41,5.0,2.0166666666666666,2.5,18.888888888888896,194.0,1.5,0.27777777777777796,1.1,2.2,8.833333333333334,46.0,0.0,62.0,0.0,1.1,0.30555555555555575,0.0,225.0,0.0,176.4027777777778,6.0,8.5,0.0,18.157916666666665,0.0,3.0,2.5,32.48547000000001,0.0,1.944444444444444,0.0,6.246527777777776,0.0,0.0,10.0,9.0,8.611111111111105,0.0,0.0,68.0,53.833333333333336,106.42,0.0,2.0,10.0,0.5555555555555555,0.0,57.0,11.0,0.0,13.611111111111109,1.944444444444444,47.833333333333336,0.0,0.0,0.0,0.0,10.0,0.0,36.8975,0.0,0.0,0.0,0.0,0.0,3.055555555555557,0.0,0.0,46.0,0.0,0.0,10.0,14.41,138.90547,0.0,0.0,8.833333333333334,22.4875,31.0,62.0,2.0,0.0,0.0,635.05,9.0,2.2,0.0,13.0,0.0,139.0,139.0,5.166666666666667,0.0,1.5,1.0,0.0,1193.0,1722.2083333333333,10.0,0.0,0.0
LaPrHg2_225,3.0,10.0,2.0,0.0,180.0,0.0,12.0,4.75,194.0,30.341720000000002,9.0,0.0,23.0,170.24828000000002,168.5,1204.0,0.0,234.32,0.0,0.0,9.0,138.90547,6.0,207.0,0.0,0.0,0.0,58.0,11.0,0.0,25.2375862069,6.0,1.5575,5.0,36.5,166.0,5.0,0.0,1.1,2.0,7.5,57.0,0.0,71.0,0.0,0.8999999999999999,0.4425,0.0,166.0,7.75,482.09000000000003,6.0,5.25,0.0,30.76191810345,0.0,3.0,3.375,61.684529999999995,14.0,11.0,4.125,5.524331896549999,0.0,2.0,10.0,9.0,14.0,0.0,14.0,75.0,43.0,200.59,0.0,0.0,10.0,0.0,14.0,80.0,23.0,0.0,28.0,4.5,69.0,0.0,0.0,11.0,0.0,26.0,0.0,36.8975,2.0,0.0,0.0,0.0,11.0,11.0,2.75,6.25,80.0,0.0,0.0,12.0,25.2375862069,200.59,0.0,0.0,15.0,11.6599137931,28.0,71.0,2.0,0.0,0.0,969.6800000000001,11.0,2.0,0.0,13.0,0.0,132.0,132.0,6.0,0.0,2.25,0.0,0.0,234.32,716.41,26.0,0.0,0.0
LaPt5_191,3.0,8.0,1.1666666666666667,0.0,219.83333333333334,0.0,10.0,2.222222222222222,225.0,15.605147222222223,7.0,0.0,21.0,185.72091166666667,147.83333333333334,2041.4,1.0,2041.4,0.0,0.0,9.0,138.90547,6.0,207.0,0.0,0.0,0.0,50.0,7.0,0.0,15.02,6.0,2.083333333333333,1.9444444444444444,19.72222222222223,194.0,3.1666666666666665,0.0,1.1,2.28,8.833333333333334,57.0,1.0,63.0,0.0,1.1799999999999997,0.3277777777777778,0.0,225.0,11.666666666666666,235.66666666666674,6.0,7.666666666666667,0.0,18.66625,0.0,3.0,2.2222222222222223,56.178529999999995,14.0,5.833333333333333,0.0,6.077083333333334,2.0,1.0,9.0,8.0,8.611111111111105,1.0,14.0,71.0,54.666666666666664,195.084,0.0,1.0,9.0,0.27777777777777785,14.0,78.0,21.0,0.0,13.888888888888891,1.944444444444444,74.5,1.0,0.0,0.0,0.0,24.0,0.0,36.8975,1.0,0.0,0.0,0.27777777777777773,0.0,5.833333333333333,0.0,3.8888888888888893,78.0,0.0,0.0,10.0,15.02,195.084,0.0,0.8333333333333334,20.5,21.8775,31.0,63.0,2.0,2.0,1.0,848.4000000000001,9.0,2.28,0.0,13.0,0.0,136.0,136.0,6.0,0.0,2.3333333333333335,1.0,0.0,1193.0,1900.0,24.0,0.0,0.0
LaRh2_227,3.0,7.0,1.3333333333333333,0.0,214.66666666666666,0.0,9.0,3.1111111111111107,225.0,15.999986666666667,6.0,0.0,6.0,114.90549,163.66666666666666,2237.0,2.0,2237.0,0.0,1.0,9.0,102.9055,5.0,207.0,0.0,0.0,0.0,46.0,6.0,0.0,13.64,5.0,1.8866666666666667,2.6666666666666665,28.888888888888886,194.0,5.0,0.44444444444444436,1.1,2.28,7.0,45.0,1.0,59.0,0.0,1.1799999999999997,0.5244444444444443,0.0,225.0,0.0,464.0,6.0,5.666666666666667,0.0,21.392500000000002,0.0,3.0,3.1111111111111107,35.999970000000005,0.0,2.6666666666666665,0.0,10.336666666666668,3.0,1.0,8.0,7.0,13.77777777777778,2.0,0.0,65.0,43.666666666666664,102.9055,0.0,1.0,8.0,0.4444444444444444,0.0,57.0,12.0,0.0,20.444444444444446,2.6666666666666665,49.0,1.0,0.0,0.0,0.0,9.0,0.0,36.8975,1.0,0.0,0.0,0.4444444444444445,0.0,5.333333333333333,0.0,0.0,45.0,0.0,0.0,9.0,13.64,138.90547,0.0,0.6666666666666666,7.0,23.2575,31.0,59.0,2.0,3.0,1.0,1044.0,9.0,2.28,0.0,13.0,0.0,142.0,142.0,5.333333333333333,0.0,4.333333333333333,1.0,0.0,1193.0,1889.0,9.0,0.0,0.0
LaRhO3_62,3.0,8.0,1.8,0.0,91.0,0.0,16.0,2.48,225.0,50.3549208,13.0,2.4,6.0,57.961833999999996,109.4,2237.0,0.0,54.8,0.0,4.0,9.0,15.9994,2.0,207.0,4.0,1.9200000000000004,4.0,74.0,7.0,0.0,9.105,2.0,2.7399999999999998,2.16,52.08,12.0,3.6,1.6799999999999997,1.1,3.44,12.0,8.0,0.0,87.0,0.0,2.34,0.8400000000000001,0.0,12.0,0.0,796.896,6.0,1.8,2.0,15.570500000000001,0.0,3.0,2.72,122.90607000000001,0.0,1.2,0.0,8.530800000000001,2.0,2.0,8.0,9.0,94.8,0.0,0.0,141.0,66.6,15.9994,4.0,1.0,0.0,0.31999999999999995,0.0,57.0,49.0,0.0,24.48,4.8,25.2,1.0,0.0,0.0,0.0,9.0,0.9600000000000002,36.8975,1.0,0.0,0.0,0.32,0.0,20.639999999999997,0.0,0.0,8.0,0.0,2.0,16.0,9.105,138.90547,1.2,0.2,6.0,27.7925,213.0,87.0,2.0,2.0,1.0,2182.2,9.0,3.44,0.0,13.0,0.0,66.0,66.0,3.4,2.0,2.2,0.0,0.0,54.8,718.88,6.0,0.0,0.0
LaS_225,3.0,1.0,2.0,0.0,132.0,0.0,16.0,0.5,194.0,53.420235000000005,13.0,2.0,3.0,85.485235,156.0,1193.0,0.0,388.36,0.0,3.0,9.0,32.065,3.0,207.0,0.0,2.0,4.0,75.0,7.0,1.101,25.786875,3.0,1.84,3.5,51.0,70.0,5.5,1.5,1.1,1.1,9.5,16.0,0.0,13.0,0.0,1.48,0.74,0.0,70.0,0.0,402.32,6.0,0.5,0.0,31.3421875,0.0,3.0,4.5,106.84047000000001,0.0,1.5,0.0,5.555312500000001,2.0,2.0,1.0,9.0,62.0,0.0,0.0,102.0,50.5,32.065,4.0,0.0,0.0,0.0,0.0,57.0,41.0,2.202,37.5,6.5,36.5,0.0,0.0,0.0,0.0,6.0,1.0,36.8975,2.0,0.0,1.101,0.0,0.0,20.5,0.0,0.0,16.0,0.0,2.0,3.0,25.786875,138.90547,1.0,0.0,4.5,11.110625000000002,124.0,88.0,2.0,2.0,0.0,804.64,9.0,2.58,0.0,13.0,2.202,105.0,105.0,4.5,2.0,4.5,0.0,0.0,388.36,790.6800000000001,3.0,0.0,0.0
LaSF_129,3.0,1.0,2.0,0.0,93.0,0.0,17.0,0.4444444444444444,194.0,50.388341511111115,14.0,3.0,4.0,63.32295773333334,123.0,1193.0,0.0,53.5,0.0,4.0,9.0,18.9984032,2.0,207.0,0.0,2.0,5.0,80.0,8.0,0.9271111111111111,9.7075,2.0,2.5533333333333332,3.3333333333333335,56.0,15.0,4.0,1.5555555555555554,1.1,1.1,12.0,9.0,0.0,13.0,0.0,2.88,0.9688888888888889,0.0,15.0,0.0,432.0311111111111,6.0,0.3333333333333333,0.0,24.130625,0.0,3.0,4.0,119.90706680000001,0.0,1.5555555555555556,0.0,9.615416666666667,1.0,2.0,1.0,9.0,67.33333333333333,0.0,0.0,150.0,64.66666666666667,18.9984032,5.0,0.0,0.0,0.0,0.0,57.0,48.0,2.202,34.44444444444444,6.0,27.333333333333332,0.0,0.0,0.0,0.0,7.0,0.6666666666666666,36.8975,2.0,0.0,1.3906666666666665,0.0,0.0,19.777777777777775,0.0,0.0,9.0,0.0,2.0,3.0,9.7075,138.90547,1.0,0.0,5.333333333333333,27.19,179.0,93.0,2.0,1.0,0.0,1139.5,9.0,3.98,0.0,13.0,2.202,57.0,57.0,3.6666666666666665,2.0,3.0,0.0,0.0,53.5,544.9533333333334,3.0,0.0,0.0
LaSb_225,3.0,9.0,2.0,0.0,180.0,0.0,15.0,4.5,194.0,8.572735000000002,12.0,1.5,12.0,130.332735,173.0,1193.0,0.0,903.78,0.0,1.0,9.0,121.76,5.0,207.0,0.0,1.5,3.0,72.0,6.0,0.0,31.56,5.0,1.575,3.0,34.0,166.0,6.0,0.5,1.1,1.1,9.0,51.0,0.0,13.0,0.0,0.9499999999999997,0.47499999999999987,0.0,166.0,0.0,144.61,6.0,5.5,0.0,34.22875,0.0,3.0,4.5,17.145470000000003,0.0,6.0,0.0,2.668750000000001,3.0,2.0,10.0,9.0,14.0,0.0,0.0,68.0,49.0,121.76,3.0,0.0,1.0,0.0,0.0,57.0,6.0,0.0,36.0,6.0,54.0,0.0,0.0,0.0,0.0,15.0,1.5,36.8975,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,51.0,0.0,3.0,3.0,31.56,138.90547,1.5,0.0,9.0,5.337500000000002,28.0,85.0,2.0,3.0,0.0,289.22,9.0,2.05,0.0,13.0,0.0,139.0,139.0,5.5,3.0,4.5,1.0,0.0,903.78,1048.3899999999999,3.0,0.0,0.0
LaSbPd_194,3.0,9.0,1.3333333333333333,0.0,195.0,0.0,15.0,4.0,225.0,11.029097777777784,12.0,1.0,12.0,122.36182333333335,161.66666666666666,1828.05,0.0,903.78,0.0,1.0,9.0,106.42,5.0,207.0,0.0,1.3333333333333333,3.0,72.0,9.0,0.0,14.41,5.0,1.7833333333333332,3.3333333333333335,30.222222222222218,166.0,4.0,0.44444444444444436,1.1,1.1,9.333333333333334,46.0,0.0,13.0,0.0,1.1,0.45555555555555555,0.0,166.0,0.0,346.5155555555555,6.0,7.0,0.0,27.6225,0.0,3.0,4.0,32.48547000000001,0.0,4.222222222222222,0.0,8.808333333333334,0.0,0.0,10.0,9.0,20.0,0.0,0.0,68.0,53.333333333333336,106.42,3.0,2.0,1.0,0.888888888888889,0.0,57.0,11.0,0.0,26.888888888888886,4.222222222222222,51.333333333333336,0.0,0.0,0.0,0.0,15.0,1.3333333333333333,36.8975,0.0,0.0,0.0,0.0,0.0,3.7777777777777786,0.0,0.0,46.0,0.0,3.0,3.0,14.41,138.90547,1.0,0.0,9.333333333333334,22.4875,59.0,85.0,2.0,0.0,0.0,924.27,9.0,2.2,0.0,13.0,0.0,139.0,139.0,5.333333333333333,3.0,3.0,1.0,0.0,903.78,1308.2766666666666,3.0,0.0,0.0
LaScO3_62,3.0,1.0,2.0,0.0,84.8,0.0,16.0,0.4800000000000001,194.0,37.013421439999995,13.0,2.4,3.0,46.371916399999996,115.0,1814.0,0.0,54.8,0.0,4.0,9.0,15.9994,2.0,207.0,4.0,1.9200000000000004,4.0,76.0,7.0,0.0,9.105,2.0,2.556,3.3599999999999994,58.8,12.0,4.8,1.44,1.1,3.44,10.8,8.0,0.0,87.0,0.0,2.34,1.0608,1.2700000000000001e-06,12.0,0.0,695.376,6.0,0.4,2.0,17.2895,6.35e-06,3.0,4.32,122.90607000000001,0.0,1.44,0.0,9.8214,2.0,2.0,1.0,9.0,87.35999999999999,0.0,0.0,141.0,57.0,15.9994,4.0,0.0,0.0,0.0,0.0,57.0,49.0,0.0,36.0,6.24,20.4,0.0,0.0,0.0,6.35e-06,6.0,0.9600000000000002,36.8975,2.0,0.0,0.0,0.0,0.0,14.88,0.0,0.0,8.0,0.0,2.0,16.0,9.105,138.90547,1.2,0.0,4.8,27.7925,182.0,87.0,2.0,2.0,0.0,1759.2,9.0,3.44,0.0,11.0,0.0,66.0,66.0,3.2,2.0,3.6,0.0,2.032e-06,54.8,634.28,6.0,0.0,0.0
LaSi_63,3.0,1.0,2.0,0.0,210.5,0.0,14.0,0.5,227.0,55.409985000000006,11.0,1.0,1.0,83.495485,159.0,1687.0,0.0,1193.0,0.0,3.0,9.0,28.0855,3.0,207.0,0.0,1.0,2.0,65.0,5.0,0.3865,20.44,3.0,1.5,2.5,48.0,194.0,6.5,1.5,1.1,1.1,8.5,14.0,0.0,13.0,0.0,0.7999999999999998,0.3999999999999999,0.0,194.0,0.0,247.0,6.0,0.5,0.0,28.668750000000003,0.0,3.0,4.5,110.81997000000001,0.0,0.5,0.0,8.22875,4.0,2.0,1.0,9.0,16.5,0.0,0.0,96.0,45.5,28.0855,2.0,0.0,0.0,0.0,0.0,57.0,43.0,0.773,32.5,5.5,35.5,0.0,0.0,0.0,0.0,4.0,2.0,36.8975,2.0,0.0,0.3865,0.0,0.0,21.5,0.0,0.0,14.0,0.0,4.0,3.0,20.44,138.90547,2.0,0.0,3.5,16.4575,33.0,78.0,2.0,4.0,0.0,494.0,9.0,1.9,0.0,13.0,0.773,111.0,111.0,4.5,4.0,4.5,0.0,0.0,1193.0,1440.0,3.0,0.0,0.0
LaSi2_141,3.0,1.0,2.0,0.0,216.0,0.773,14.0,0.4444444444444445,227.0,49.25332000000001,11.0,1.3333333333333333,1.0,65.02549,143.0,1687.0,0.0,1687.0,0.0,3.0,9.0,28.0855,3.0,207.0,2.0,0.888888888888889,2.0,65.0,5.0,0.3435555555555556,20.44,3.0,1.6333333333333335,2.2222222222222223,42.666666666666664,194.0,5.666666666666667,1.3333333333333333,1.1,1.9,10.333333333333334,14.0,0.0,78.0,0.0,0.7999999999999998,0.3555555555555554,0.0,227.0,0.0,219.55555555555557,6.0,0.3333333333333333,4.0,25.925833333333333,0.0,3.0,4.0,110.81997000000001,0.0,0.4444444444444445,0.0,7.314444444444444,4.0,2.0,1.0,9.0,14.666666666666666,0.0,0.0,96.0,56.333333333333336,28.0855,2.0,0.0,0.0,0.0,0.0,57.0,43.0,0.773,28.888888888888886,4.888888888888888,28.333333333333332,0.0,0.0,0.0,0.0,4.0,1.777777777777778,36.8975,2.0,0.0,0.5153333333333333,0.0,0.0,19.11111111111111,0.0,0.0,14.0,0.0,4.0,14.0,20.44,138.90547,2.6666666666666665,0.0,3.6666666666666665,16.4575,33.0,78.0,2.0,4.0,0.0,494.0,9.0,1.9,0.0,13.0,0.773,111.0,111.0,4.0,4.0,3.0,0.0,0.0,1193.0,1522.3333333333333,4.0,0.0,0.0
LaSi2Ag_63,3.0,10.0,1.75,0.0,218.25,0.773,14.0,3.625,227.0,47.650667500000004,11.0,1.0,8.0,75.7361675,143.5,1687.0,0.0,1687.0,0.0,3.0,9.0,28.0855,3.0,207.0,2.0,1.0,2.0,65.0,8.0,0.3865,16.33,3.0,1.7075,2.25,32.5,194.0,4.5,1.25,1.1,1.9,10.5,14.0,0.0,78.0,0.0,0.8299999999999998,0.3037499999999999,0.0,227.0,0.0,236.51749999999998,6.0,2.75,4.0,23.526875,0.0,3.0,3.375,110.81997000000001,0.0,2.75,0.0,6.6853125,4.0,2.0,10.0,9.0,12.125,0.0,0.0,96.0,58.5,28.0855,2.0,1.0,0.0,0.375,0.0,57.0,43.0,0.773,22.75,3.75,33.0,1.0,0.0,0.0,0.0,11.0,2.0,36.8975,1.0,0.0,0.3865,0.375,0.0,19.0,0.0,0.0,14.0,0.0,4.0,14.0,20.44,138.90547,2.0,0.25,5.5,20.567500000000003,33.0,78.0,2.0,1.0,1.0,494.0,9.0,1.93,0.0,13.0,0.773,111.0,111.0,4.25,4.0,2.25,0.0,0.0,1193.0,1450.4825,4.0,0.0,0.0
LaSi2Pt_63,3.0,9.0,1.75,0.0,218.25,0.773,14.0,3.25,227.0,69.45461750000001,11.0,1.0,21.0,97.54011750000001,141.25,2041.4,0.0,1687.0,0.0,3.0,9.0,28.0855,3.0,207.0,2.0,1.0,2.0,65.0,7.0,0.3865,15.02,3.0,1.795,2.125,32.875,194.0,4.75,1.5,1.1,1.9,10.25,14.0,0.0,78.0,0.0,1.1799999999999997,0.3474999999999999,0.0,227.0,3.5,229.55000000000007,6.0,2.5,4.0,23.199375,0.0,3.0,3.25,166.9985,0.0,7.625,0.0,6.8490625,4.0,2.0,9.0,9.0,12.125,0.0,14.0,96.0,58.0,28.0855,2.0,1.0,0.0,0.375,14.0,78.0,64.0,0.773,22.5,3.75,40.75,1.0,0.0,0.0,0.0,24.0,2.0,36.8975,1.0,0.0,0.3865,0.375,0.0,26.75,0.0,5.25,14.0,0.0,4.0,14.0,20.44,195.084,2.0,0.25,8.75,21.8775,33.0,78.0,2.0,2.0,1.0,848.4000000000001,9.0,2.28,0.0,13.0,0.773,111.0,111.0,4.5,4.0,2.5,0.0,0.0,1193.0,1652.1,4.0,0.0,0.0
LaSi2Ru_11,3.0,7.0,1.75,0.0,210.5,0.773,14.0,2.5,227.0,45.9511175,11.0,1.0,5.0,74.0366175,143.75,2607.0,0.0,1687.0,0.0,3.0,9.0,28.0855,3.0,207.0,2.0,1.0,2.0,65.0,5.0,0.3865,13.51,3.0,1.7750000000000001,1.875,32.75,194.0,5.25,1.25,1.1,1.9,9.75,14.0,0.0,78.0,0.0,1.1,0.3374999999999999,0.0,227.0,0.0,406.75,6.0,2.0,4.0,22.821875000000002,0.0,3.0,3.0,110.81997000000001,0.0,1.625,0.0,7.037812500000001,4.0,2.0,7.0,9.0,16.5,0.0,0.0,96.0,56.25,28.0855,2.0,1.0,0.0,0.375,0.0,57.0,43.0,0.773,21.75,4.25,32.25,1.0,0.0,0.0,0.0,8.0,2.0,36.8975,1.0,0.0,0.3865,0.375,0.0,18.25,0.0,0.0,14.0,0.0,4.0,14.0,20.44,138.90547,2.0,0.25,4.75,23.387500000000003,33.0,78.0,2.0,4.0,1.0,1414.0,9.0,2.2,0.0,13.0,0.773,111.0,111.0,4.25,4.0,3.0,0.0,0.0,1193.0,1793.5,4.0,0.0,0.0
LaSi3Ir_107,3.0,7.0,2.0,0.0,220.0,0.773,14.0,2.16,227.0,65.9883528,11.0,1.2,20.0,83.075794,136.2,2739.0,0.0,1687.0,0.0,3.0,9.0,28.0855,3.0,207.0,2.0,0.9600000000000002,2.0,65.0,6.0,0.37104,14.21,3.0,1.8,1.6799999999999997,30.24,194.0,4.8,1.44,1.1,1.9,10.8,14.0,0.0,78.0,0.0,1.1,0.2799999999999999,0.0,227.0,2.8,376.15999999999997,6.0,1.6,4.0,22.485500000000002,0.0,3.0,2.88,164.13150000000002,0.0,6.159999999999999,0.0,5.7648,4.0,2.0,7.0,9.0,10.4,0.0,14.0,96.0,61.4,28.0855,2.0,0.0,0.0,0.0,14.0,77.0,63.0,0.773,19.919999999999998,3.84,35.2,0.0,0.0,0.0,0.0,23.0,1.9200000000000004,36.8975,2.0,0.0,0.4638,0.0,0.0,25.44,0.0,4.4799999999999995,14.0,0.0,4.0,14.0,20.44,192.217,2.4,0.0,7.6,22.6875,33.0,78.0,2.0,3.0,0.0,1546.0,9.0,2.2,0.0,13.0,0.773,111.0,111.0,4.2,4.0,2.4,0.0,0.0,1193.0,1798.6,4.0,0.0,0.0
LaSn3_221,3.0,9.0,2.0,0.0,154.25,0.0,14.0,3.375,194.0,7.573301250000011,11.0,1.5,11.0,123.75886750000001,156.0,1193.0,0.0,505.08,0.0,1.0,9.0,118.71,5.0,207.0,2.0,0.75,2.0,67.0,5.0,0.0,33.285,5.0,1.745,1.875,25.5,141.0,5.25,0.375,1.1,1.96,11.25,50.0,0.0,80.0,0.0,0.8599999999999999,0.3224999999999999,0.0,141.0,0.0,257.96999999999997,6.0,7.75,4.0,34.188125,0.0,3.0,3.375,20.195470000000014,0.0,4.125,0.0,1.3546875000000025,4.0,2.0,10.0,9.0,19.875,0.0,0.0,68.0,63.25,118.71,2.0,0.0,10.0,0.0,0.0,57.0,7.0,0.0,25.125,4.125,51.75,0.0,0.0,0.0,0.0,14.0,1.5,36.8975,2.0,0.0,0.0,0.0,0.0,2.625,0.0,0.0,50.0,0.0,4.0,14.0,33.285,138.90547,3.0,0.0,11.25,3.6125000000000043,53.0,80.0,2.0,4.0,0.0,687.9200000000001,9.0,1.96,0.0,13.0,0.0,139.0,139.0,5.25,4.0,2.25,1.0,0.0,505.08,677.06,14.0,0.0,0.0
LaSnAu2_225,3.0,9.0,1.5,0.0,196.25,0.0,14.0,3.375,225.0,34.07941699999999,11.0,0.5,22.0,162.88715200000001,154.5,1337.33,0.0,1337.33,0.0,1.0,9.0,118.71,5.0,207.0,0.0,0.75,2.0,67.0,8.0,0.0,16.7,6.0,2.035,2.75,26.25,141.0,3.75,0.375,1.1,2.54,9.75,50.0,1.0,66.0,0.0,1.44,0.505,0.0,225.0,7.0,294.0525,6.0,7.75,0.0,25.895625000000003,0.0,3.0,3.375,78.256569,14.0,8.25,0.0,9.195625,1.0,1.0,10.0,9.0,28.75,0.0,14.0,71.0,56.25,196.966569,2.0,1.0,10.0,0.5,14.0,79.0,29.0,0.0,21.625,3.375,66.25,1.0,0.0,0.0,0.0,25.0,1.5,36.8975,1.0,0.0,0.0,0.5,0.0,12.75,0.0,7.0,79.0,0.0,4.0,11.0,16.7,196.966569,1.0,0.5,16.75,20.1975,84.0,80.0,2.0,1.0,1.0,832.25,9.0,2.54,0.0,13.0,0.0,136.0,136.0,5.75,4.0,2.25,1.0,0.0,505.08,1093.185,25.0,0.0,0.0
LaTe_225,3.0,9.0,2.0,0.0,173.0,0.0,16.0,4.5,194.0,5.652735000000007,13.0,2.0,13.0,133.252735,172.5,1193.0,0.0,722.66,0.0,1.0,9.0,127.6,5.0,207.0,0.0,2.0,4.0,77.0,7.0,0.232,34.7633333333,5.0,1.6,3.5,34.5,152.0,5.5,0.5,1.1,1.1,9.5,52.0,0.0,13.0,0.0,1.0,0.5,0.0,152.0,0.0,235.17000000000002,6.0,5.5,0.0,35.830416666649995,0.0,3.0,4.5,11.305470000000014,0.0,6.5,0.0,1.067083333350002,2.0,2.0,10.0,9.0,21.0,0.0,0.0,69.0,51.5,127.6,4.0,0.0,1.0,0.0,0.0,57.0,5.0,0.464,38.5,6.5,54.5,0.0,0.0,0.0,0.0,16.0,1.0,36.8975,2.0,0.0,0.232,0.0,0.0,2.5,0.0,0.0,52.0,0.0,2.0,3.0,34.7633333333,138.90547,1.0,0.0,9.5,2.134166666700004,42.0,90.0,2.0,2.0,0.0,470.34000000000003,9.0,2.1,0.0,13.0,0.464,138.0,138.0,5.5,2.0,4.5,1.0,0.0,722.66,957.8299999999999,3.0,0.0,0.0
LaTl_221,3.0,9.0,2.0,0.0,194.0,0.0,13.0,4.5,194.0,32.73891499999999,10.0,0.5,24.0,171.644385,176.0,1193.0,0.0,577.0,0.0,0.0,9.0,138.90547,6.0,207.0,0.0,0.5,1.0,63.0,4.0,0.0,26.91,6.0,1.36,2.0,31.0,194.0,7.0,0.0,1.1,1.1,8.0,57.0,0.0,13.0,0.0,0.52,0.26,0.0,194.0,7.0,308.0,6.0,5.5,0.0,31.903750000000002,0.0,3.0,4.5,65.47782999999998,0.0,12.0,0.0,4.99375,5.0,2.0,10.0,9.0,0.0,0.0,14.0,62.0,44.5,138.90547,1.0,0.0,1.0,0.0,14.0,81.0,24.0,0.0,31.5,5.0,69.0,0.0,0.0,0.0,0.0,27.0,2.5,36.8975,2.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,57.0,0.0,5.0,3.0,26.91,204.3833,2.5,0.0,15.0,9.9875,0.0,76.0,2.0,5.0,0.0,616.0,9.0,1.62,0.0,13.0,0.0,145.0,145.0,6.0,5.0,4.5,1.0,0.0,577.0,885.0,3.0,0.0,0.0
